ra ,dec,u,b,v,r,i,j,h,k
9.618,46.139,9999.000,9999.000,9999.000,9999.000,9999.000,14.320,13.472,13.479
7.580,41.289,9999.000,9999.000,9999.000,9999.000,9999.000,15.193,14.496,14.251
7.877,40.554,9999.000,9999.000,9999.000,9999.000,9999.000,15.105,14.189,14.149
12.369,38.438,9999.000,9999.000,17.970,9999.000,9999.000,15.001,14.470,14.224
7.456,41.723,9999.000,9999.000,9999.000,9999.000,9999.000,14.956,14.362,14.069
6.853,45.127,9999.000,9999.000,17.970,9999.000,9999.000,15.118,14.386,14.231
10.501,40.799,9999.000,9999.000,14.200,9999.000,9999.000,13.245,12.929,12.996
10.533,41.378,9999.000,9999.000,9999.000,9999.000,9999.000,12.086,11.458,11.370
10.609,41.096,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
10.714,41.177,9999.000,9999.000,14.160,9999.000,9999.000,12.889,12.524,12.498
10.746,41.073,9999.000,9999.000,9999.000,9999.000,9999.000,12.679,12.299,12.268
10.978,41.006,9999.000,9999.000,9999.000,9999.000,9999.000,12.388,11.868,11.800
11.288,40.284,9999.000,9999.000,9999.000,9999.000,9999.000,14.190,13.468,13.360
11.254,41.516,9999.000,9999.000,19.870,9999.000,9999.000,9999.000,9999.000,9999.000
8.966,40.349,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
8.550,39.403,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
10.720,41.966,18.170,18.230,17.760,9999.000,16.820,15.805,16.944,9999.000
9.679,41.734,19.050,19.018,18.515,17.971,17.170,9999.000,9999.000,9999.000
9.162,42.275,18.250,18.270,17.530,9999.000,9999.000,15.633,15.262,9999.000
8.453,42.063,18.170,17.480,16.550,9999.000,9999.000,14.830,14.157,14.112
11.601,40.503,18.420,17.732,16.718,16.158,15.570,14.847,14.032,13.987
9.302,39.838,19.810,18.490,17.290,9999.000,9999.000,14.773,14.062,14.085
9.493,42.530,18.750,18.690,17.960,9999.000,9999.000,16.950,16.530,16.530
11.527,41.347,16.700,16.550,15.720,9999.000,9999.000,16.283,15.107,14.853
12.663,41.293,13.530,13.303,12.528,12.085,12.080,11.029,10.556,10.531
10.624,41.572,17.080,17.200,16.580,16.190,15.630,15.394,14.952,14.987
10.451,40.792,20.181,19.891,19.085,18.515,17.646,9999.000,9999.000,9999.000
9.581,41.787,9999.000,18.727,17.600,17.579,16.720,9999.000,9999.000,9999.000
10.729,43.958,9999.000,9999.000,17.100,9999.000,16.170,9999.000,9999.000,9999.000
9.519,40.744,9999.000,18.617,17.600,17.288,16.580,9999.000,9999.000,9999.000
14.564,38.051,9999.000,9999.000,18.840,9999.000,17.770,9999.000,9999.000,9999.000
6.392,40.728,9999.000,9999.000,18.440,9999.000,17.950,9999.000,9999.000,9999.000
7.132,37.523,9999.000,19.821,19.170,18.058,18.100,9999.000,9999.000,9999.000
9.132,44.738,9999.000,9999.000,19.620,9999.000,18.520,9999.000,9999.000,9999.000
9.648,44.280,9999.000,9999.000,18.990,9999.000,17.940,9999.000,9999.000,9999.000
11.362,40.230,9999.000,19.829,19.029,18.501,17.910,9999.000,9999.000,9999.000
12.691,41.693,9999.000,19.491,18.608,18.091,17.610,9999.000,9999.000,9999.000
13.651,44.979,9999.000,19.696,18.770,18.637,17.770,9999.000,9999.000,9999.000
13.822,38.851,9999.000,19.268,17.690,18.129,16.690,9999.000,9999.000,9999.000
14.571,37.231,9999.000,9999.000,19.600,9999.000,18.790,9999.000,9999.000,9999.000
10.697,41.261,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
10.696,41.310,9999.000,9999.000,9999.000,9999.000,9999.000,14.601,14.744,9999.000
10.651,41.221,9999.000,9999.000,9999.000,9999.000,9999.000,16.420,14.730,9999.000
10.611,41.303,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
10.644,40.929,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
9.730,41.175,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
